class,missed_stmt,covered_stmt,total_stmts
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,20,7,27
org.jfree.chart.date.SpreadsheetDate,28,48,76
org.jfree.chart.util.ObjectList,1,3,4
org.jfree.data.KeyedValues2DItemKey,36,0,36
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,210,238,448
org.jfree.chart.plot.dial.DialTextAnnotation,20,51,71
org.jfree.chart.plot.PiePlotState,0,23,23
org.jfree.chart.labels.IntervalXYItemLabelGenerator,49,6,55
org.jfree.chart.axis.PeriodAxis,238,108,346
org.jfree.chart.needle.ArrowNeedle,29,10,39
org.jfree.data.function.LineFunction2D,2,15,17
org.jfree.chart.plot.XYCrosshairState,0,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,52,121,173
org.jfree.chart.labels.StandardCategoryItemLabelGenerator,1,9,10
org.jfree.data.xy.XYItemKey,34,0,34
org.jfree.chart.renderer.xy.YIntervalRenderer,54,12,66
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,37,162,199
org.jfree.data.category.SlidingCategoryDataset,11,47,58
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,27,31,58
org.jfree.data.KeyedValuesItemKey,19,0,19
org.jfree.chart.urls.StandardXYURLGenerator,9,16,25
org.jfree.data.UnknownKeyException,0,1,1
org.jfree.chart.labels.XYToolTipGenerator,0,0,0
org.jfree.data.time.TimePeriod,0,0,0
org.jfree.chart.renderer.WaferMapRenderer,103,0,103
org.jfree.data.resources.DataPackageResources_de,1,0,1
org.jfree.data.statistics.HistogramDataset,22,84,106
org.jfree.chart.plot.MeterPlot,40,297,337
org.jfree.chart.labels.CustomXYToolTipGenerator,4,30,34
org.jfree.chart.ui.TextAnchor,16,35,51
org.jfree.chart.renderer.xy.XYBarPainter,0,0,0
org.jfree.chart.block.Block,0,0,0
org.jfree.chart.plot.dial.DialScale,0,0,0
org.jfree.data.xy.NormalizedMatrixSeries,14,0,14
org.jfree.chart.plot.CombinedRangeXYPlot,81,123,204
org.jfree.chart.labels.XYItemLabelGenerator,0,0,0
org.jfree.data.xml.DatasetTags,0,0,0
org.jfree.data.general.PieDataset,0,0,0
org.jfree.data.KeyToGroupMap,12,72,84
org.jfree.data.xy.XYRangeInfo,0,0,0
org.jfree.chart.axis.AxisLocation,16,19,35
org.jfree.chart.ui.RectangleAnchor,22,23,45
org.jfree.chart.util.StringUtils,9,0,9
org.jfree.chart.event.ChartProgressEvent,6,4,10
org.jfree.data.general.KeyedValues2DDataset,0,0,0
org.jfree.data.xml.KeyHandler,15,0,15
org.jfree.chart.block.LengthConstraintType,17,1,18
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,28,65,93
org.jfree.data.Range,7,90,97
org.jfree.chart.util.LogFormat,19,26,45
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,18,5,23
org.jfree.chart.plot.CombinedDomainCategoryPlot,66,130,196
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,20,155,175
org.jfree.chart.editor.DefaultTitleEditor,74,0,74
org.jfree.data.category.IntervalCategoryDataset,0,0,0
org.jfree.chart.plot.PlotState,0,2,2
org.jfree.data.time.Year,6,48,54
org.jfree.chart.panel.AbstractOverlay,6,5,11
org.jfree.data.xy.XisSymbolic,0,0,0
org.jfree.chart.axis.CategoryLabelPosition,2,40,42
org.jfree.chart.imagemap.ToolTipTagFragmentGenerator,0,0,0
org.jfree.chart.text.TextLine,13,49,62
org.jfree.chart.ChartFrame,8,0,8
org.jfree.chart.date.SerialDate,133,38,171
org.jfree.data.xy.XIntervalDataItem,3,11,14
org.jfree.data.time.TimePeriodValuesCollection,46,50,96
org.jfree.chart.PaintMap,1,42,43
org.jfree.chart.renderer.xy.XYBubbleRenderer,65,37,102
org.jfree.chart.plot.Crosshair,18,138,156
org.jfree.chart.axis.DateTickUnit,17,47,64
org.jfree.chart.annotations.XYBoxAnnotation,10,62,72
org.jfree.chart.axis.ModuloAxis,75,21,96
org.jfree.chart.plot.dial.DialCap,14,43,57
org.jfree.chart.needle.PinNeedle,24,5,29
org.jfree.data.xy.TableXYDataset,0,0,0
org.jfree.chart.util.HMSNumberFormat,2,9,11
org.jfree.chart.entity.ChartEntity,60,25,85
org.jfree.chart.entity.EntityCollection,0,0,0
org.jfree.data.gantt.GanttCategoryDataset,0,0,0
org.jfree.chart.plot.Pannable,0,0,0
org.jfree.data.jdbc.JDBCCategoryDataset,70,0,70
org.jfree.chart.util.LineUtils,19,38,57
org.jfree.data.Values2D,0,0,0
org.jfree.chart.renderer.GrayPaintScale,7,27,34
org.jfree.data.KeyedObject,2,18,20
org.jfree.data.statistics.BoxAndWhiskerXYDataset,0,0,0
org.jfree.data.general.DatasetChangeEvent,0,3,3
org.jfree.chart.servlet.DisplayChart,25,0,25
org.jfree.data.general.SeriesChangeListener,0,0,0
org.jfree.data.category.DefaultCategoryDataset,6,53,59
org.jfree.chart.axis.TickType,4,12,16
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,0,0,0
org.jfree.data.general.KeyedValuesDataset,0,0,0
org.jfree.data.time.Week,72,73,145
org.jfree.chart.entity.PieSectionEntity,11,21,32
org.jfree.chart.block.GridArrangement,15,120,135
org.jfree.data.xy.VectorSeries,4,12,16
org.jfree.chart.axis.CompassFormat,15,0,15
org.jfree.data.general.DefaultKeyedValuesDataset,0,0,0
org.jfree.chart.event.PlotChangeListener,0,0,0
org.jfree.chart.editor.ChartEditorFactory,0,0,0
org.jfree.data.general.Series,9,49,58
org.jfree.chart.ui.LCBLayout,74,0,74
org.jfree.data.xy.XYSeriesCollection,30,148,178
org.jfree.chart.plot.DrawingSupplier,0,0,0
org.jfree.chart.ui.VerticalAlignment,5,13,18
org.jfree.chart.renderer.PaintScale,0,0,0
org.jfree.chart.axis.MonthDateFormat,13,26,39
org.jfree.chart.axis.StandardTickUnitSource,10,3,13
org.jfree.chart.util.Args,1,5,6
org.jfree.data.KeyedValue,0,0,0
org.jfree.chart.labels.HighLowItemLabelGenerator,31,23,54
org.jfree.chart.urls.StandardCategoryURLGenerator,8,29,37
org.jfree.chart.plot.IntervalMarker,4,27,31
org.jfree.chart.util.PublicCloneable,0,0,0
org.jfree.data.xy.IntervalXYDelegate,12,73,85
org.jfree.chart.StrokeMap,2,41,43
org.jfree.chart.util.SerialUtils,44,218,262
org.jfree.chart.renderer.xy.StandardXYBarPainter,51,6,57
org.jfree.data.KeyedObjects2D,17,122,139
org.jfree.chart.annotations.CategoryLineAnnotation,28,64,92
org.jfree.chart.util.ResourceBundleWrapper,12,2,14
org.jfree.data.time.TimeSeriesTableModel,44,0,44
org.jfree.chart.entity.LegendItemEntity,6,13,19
org.jfree.chart.axis.CategoryLabelWidthType,2,14,16
org.jfree.chart.axis.LogAxis,167,158,325
